Latitude,Length,Polygon,Plot,Variety,Year,Phenological stage,Date
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2021,B,27/03/2021
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2021,C,04/04/2021
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2021,D,08/04/2021
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2021,E,11/04/2021
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2021,F,18/04/2021
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2021,G,29/04/2021
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2021,H,05/05/2021
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2021,I,07/06/2021
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2021,J,09/06/2021
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2021,K,06/07/2021
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2021,L,17/07/2021
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2021,M,07/08/2021
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2021,N,06/10/2021
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2021,O,31/10/2021
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2021,A,16/02/2021
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2021,B,24/03/2021
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2021,C,04/04/2021
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2021,D,06/04/2021
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2021,E,14/04/2021
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2021,F,18/04/2021
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2021,G,26/04/2021
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2021,H,08/05/2021
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2021,I,07/06/2021
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2021,J,11/06/2021
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2021,K,05/07/2021
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2021,L,19/07/2021
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2021,M,05/08/2021
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2021,N,06/10/2021
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2021,O,30/10/2021
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2021,A,20/02/2021
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2021,B,27/03/2021
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2021,C,06/04/2021
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2021,D,07/04/2021
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2021,E,12/04/2021
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2021,F,18/04/2021
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2021,G,28/04/2021
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2021,H,07/05/2021
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2021,I,05/06/2021
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2021,J,09/06/2021
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2021,K,05/07/2021
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2021,L,20/07/2021
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2021,M,05/08/2021
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2021,N,06/10/2021
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2021,O,31/10/2021
42º 19' 28.86'' N,1º 58' 29.37'' W,35,111,Tempranillo,2022,A,20/02/2022
42º 19' 28.86'' N,1º 58' 29.37'' W,35,111,Tempranillo,2022,B,27/03/2022
42º 19' 28.86'' N,1º 58' 29.37'' W,35,111,Tempranillo,2022,C,06/04/2022
42º 19' 28.86'' N,1º 58' 29.37'' W,35,111,Tempranillo,2022,D,07/04/2022
42º 19' 28.86'' N,1º 58' 29.37'' W,35,111,Tempranillo,2022,E,14/04/2022
42º 19' 28.86'' N,1º 58' 29.37'' W,35,111,Tempranillo,2022,F,18/04/2022
42º 19' 28.86'' N,1º 58' 29.37'' W,35,111,Tempranillo,2022,G,27/04/2022
42º 19' 28.86'' N,1º 58' 29.37'' W,35,111,Tempranillo,2022,H,06/05/2022
42º 19' 28.86'' N,1º 58' 29.37'' W,35,111,Tempranillo,2022,I,30/05/2022
42º 19' 28.86'' N,1º 58' 29.37'' W,35,111,Tempranillo,2022,J,03/06/2022
42º 19' 28.86'' N,1º 58' 29.37'' W,35,111,Tempranillo,2022,K,30/06/2022
42º 19' 28.86'' N,1º 58' 29.37'' W,35,111,Tempranillo,2022,L,12/07/2022
42º 19' 28.86'' N,1º 58' 29.37'' W,35,111,Tempranillo,2022,M,01/08/2022
42º 19' 28.86'' N,1º 58' 29.37'' W,35,111,Tempranillo,2022,N,08/09/2022
42º 19' 28.86'' N,1º 58' 29.37'' W,35,111,Tempranillo,2022,O,29/10/2022
42º 19' 34.62'' N,1º 58' 26.07'' W,35,119,Tempranillo,2022,A,18/02/2022
42º 19' 34.62'' N,1º 58' 26.07'' W,35,119,Tempranillo,2022,B,25/03/2022
42º 19' 34.62'' N,1º 58' 26.07'' W,35,119,Tempranillo,2022,C,05/04/2022
42º 19' 34.62'' N,1º 58' 26.07'' W,35,119,Tempranillo,2022,D,06/04/2022
42º 19' 34.62'' N,1º 58' 26.07'' W,35,119,Tempranillo,2022,E,14/04/2022
42º 19' 34.62'' N,1º 58' 26.07'' W,35,119,Tempranillo,2022,F,16/04/2022
42º 19' 34.62'' N,1º 58' 26.07'' W,35,119,Tempranillo,2022,G,29/04/2022
42º 19' 34.62'' N,1º 58' 26.07'' W,35,119,Tempranillo,2022,H,07/05/2022
42º 19' 34.62'' N,1º 58' 26.07'' W,35,119,Tempranillo,2022,I,31/05/2022
42º 19' 34.62'' N,1º 58' 26.07'' W,35,119,Tempranillo,2022,J,04/06/2022
42º 19' 34.62'' N,1º 58' 26.07'' W,35,119,Tempranillo,2022,K,02/07/2022
42º 19' 34.62'' N,1º 58' 26.07'' W,35,119,Tempranillo,2022,L,15/07/2022
42º 19' 34.62'' N,1º 58' 26.07'' W,35,119,Tempranillo,2022,M,06/08/2022
42º 19' 34.62'' N,1º 58' 26.07'' W,35,119,Tempranillo,2022,N,10/09/2022
42º 19' 34.62'' N,1º 58' 26.07'' W,35,119,Tempranillo,2022,O,28/10/2022
42º 19' 31.60'' N,1º 58' 29.81'' W,35,117,Tempranillo,2022,A,15/02/2022
42º 19' 31.60'' N,1º 58' 29.81'' W,35,117,Tempranillo,2022,B,24/03/2022
42º 19' 31.60'' N,1º 58' 29.81'' W,35,117,Tempranillo,2022,C,03/04/2022
42º 19' 31.60'' N,1º 58' 29.81'' W,35,117,Tempranillo,2022,D,06/04/2022
42º 19' 31.60'' N,1º 58' 29.81'' W,35,117,Tempranillo,2022,E,14/04/2022
42º 19' 31.60'' N,1º 58' 29.81'' W,35,117,Tempranillo,2022,F,18/04/2022
42º 19' 31.60'' N,1º 58' 29.81'' W,35,117,Tempranillo,2022,G,28/04/2022
42º 19' 31.60'' N,1º 58' 29.81'' W,35,117,Tempranillo,2022,H,06/05/2022
42º 19' 31.60'' N,1º 58' 29.81'' W,35,117,Tempranillo,2022,I,29/05/2022
42º 19' 31.60'' N,1º 58' 29.81'' W,35,117,Tempranillo,2022,J,01/06/2022
42º 19' 31.60'' N,1º 58' 29.81'' W,35,117,Tempranillo,2022,K,30/06/2022
42º 19' 31.60'' N,1º 58' 29.81'' W,35,117,Tempranillo,2022,L,12/07/2022
42º 19' 31.60'' N,1º 58' 29.81'' W,35,117,Tempranillo,2022,M,02/08/2022
42º 19' 31.60'' N,1º 58' 29.81'' W,35,117,Tempranillo,2022,N,11/09/2022
42º 19' 31.60'' N,1º 58' 29.81'' W,35,117,Tempranillo,2022,O,30/10/2022
42º 19' 35.97'' N,1º 58' 32.57'' W,35,93,Tempranillo,2022,A,18/02/2022
42º 19' 35.97'' N,1º 58' 32.57'' W,35,93,Tempranillo,2022,B,26/03/2022
42º 19' 35.97'' N,1º 58' 32.57'' W,35,93,Tempranillo,2022,C,06/04/2022
42º 19' 35.97'' N,1º 58' 32.57'' W,35,93,Tempranillo,2022,D,06/04/2022
42º 19' 35.97'' N,1º 58' 32.57'' W,35,93,Tempranillo,2022,E,11/04/2022
42º 19' 35.97'' N,1º 58' 32.57'' W,35,93,Tempranillo,2022,F,18/04/2022
42º 19' 35.97'' N,1º 58' 32.57'' W,35,93,Tempranillo,2022,G,27/04/2022
42º 19' 35.97'' N,1º 58' 32.57'' W,35,93,Tempranillo,2022,H,05/05/2022
42º 19' 35.97'' N,1º 58' 32.57'' W,35,93,Tempranillo,2022,I,01/06/2022
42º 19' 35.97'' N,1º 58' 32.57'' W,35,93,Tempranillo,2022,J,05/06/2022
42º 19' 35.97'' N,1º 58' 32.57'' W,35,93,Tempranillo,2022,K,30/06/2022
42º 19' 35.97'' N,1º 58' 32.57'' W,35,93,Tempranillo,2022,L,12/07/2022
42º 19' 35.97'' N,1º 58' 32.57'' W,35,93,Tempranillo,2022,M,04/08/2022
42º 19' 35.97'' N,1º 58' 32.57'' W,35,93,Tempranillo,2022,N,13/09/2022
42º 19' 35.97'' N,1º 58' 32.57'' W,35,93,Tempranillo,2022,O,31/10/2022
42º 19' 37.27'' N,1º 58' 31.21'' W,35,101,Tempranillo,2022,A,13/02/2022
42º 19' 37.27'' N,1º 58' 31.21'' W,35,101,Tempranillo,2022,B,24/03/2022
42º 19' 37.27'' N,1º 58' 31.21'' W,35,101,Tempranillo,2022,C,06/04/2022
42º 19' 37.27'' N,1º 58' 31.21'' W,35,101,Tempranillo,2022,D,08/04/2022
42º 19' 37.27'' N,1º 58' 31.21'' W,35,101,Tempranillo,2022,E,14/04/2022
42º 19' 37.27'' N,1º 58' 31.21'' W,35,101,Tempranillo,2022,F,16/04/2022
42º 19' 37.27'' N,1º 58' 31.21'' W,35,101,Tempranillo,2022,G,27/04/2022
42º 19' 37.27'' N,1º 58' 31.21'' W,35,101,Tempranillo,2022,H,05/05/2022
42º 19' 37.27'' N,1º 58' 31.21'' W,35,101,Tempranillo,2022,I,02/06/2022
42º 19' 37.27'' N,1º 58' 31.21'' W,35,101,Tempranillo,2022,J,06/06/2022
42º 19' 37.27'' N,1º 58' 31.21'' W,35,101,Tempranillo,2022,K,30/06/2022
42º 19' 37.27'' N,1º 58' 31.21'' W,35,101,Tempranillo,2022,L,11/07/2022
42º 19' 37.27'' N,1º 58' 31.21'' W,35,101,Tempranillo,2022,M,01/08/2022
42º 19' 37.27'' N,1º 58' 31.21'' W,35,101,Tempranillo,2022,N,10/09/2022
42º 19' 37.27'' N,1º 58' 31.21'' W,35,101,Tempranillo,2022,O,27/10/2022
42º 19' 33.77'' N,1º 58' 31.20'' W,35,106,Tempranillo,2022,A,15/02/2022
42º 19' 33.77'' N,1º 58' 31.20'' W,35,106,Tempranillo,2022,B,27/03/2022
42º 19' 33.77'' N,1º 58' 31.20'' W,35,106,Tempranillo,2022,C,03/04/2022
42º 19' 33.77'' N,1º 58' 31.20'' W,35,106,Tempranillo,2022,D,09/04/2022
42º 19' 33.77'' N,1º 58' 31.20'' W,35,106,Tempranillo,2022,E,14/04/2022
42º 19' 33.77'' N,1º 58' 31.20'' W,35,106,Tempranillo,2022,F,18/04/2022
42º 19' 33.77'' N,1º 58' 31.20'' W,35,106,Tempranillo,2022,G,29/04/2022
42º 19' 33.77'' N,1º 58' 31.20'' W,35,106,Tempranillo,2022,H,05/05/2022
42º 19' 33.77'' N,1º 58' 31.20'' W,35,106,Tempranillo,2022,I,28/05/2022
42º 19' 33.77'' N,1º 58' 31.20'' W,35,106,Tempranillo,2022,J,31/05/2022
42º 19' 33.77'' N,1º 58' 31.20'' W,35,106,Tempranillo,2022,K,28/06/2022
42º 19' 33.77'' N,1º 58' 31.20'' W,35,106,Tempranillo,2022,L,08/07/2022
42º 19' 33.77'' N,1º 58' 31.20'' W,35,106,Tempranillo,2022,M,30/07/2022
42º 19' 33.77'' N,1º 58' 31.20'' W,35,106,Tempranillo,2022,N,08/09/2022
42º 19' 33.77'' N,1º 58' 31.20'' W,35,106,Tempranillo,2022,O,24/10/2022
42º 19' 32.31'' N,1º 58' 26.78'' W,35,102,Tempranillo,2022,A,15/02/2022
42º 19' 32.31'' N,1º 58' 26.78'' W,35,102,Tempranillo,2022,B,24/03/2022
42º 19' 32.31'' N,1º 58' 26.78'' W,35,102,Tempranillo,2022,C,05/04/2022
42º 19' 32.31'' N,1º 58' 26.78'' W,35,102,Tempranillo,2022,D,08/04/2022
42º 19' 32.31'' N,1º 58' 26.78'' W,35,102,Tempranillo,2022,E,11/04/2022
42º 19' 32.31'' N,1º 58' 26.78'' W,35,102,Tempranillo,2022,F,16/04/2022
42º 19' 32.31'' N,1º 58' 26.78'' W,35,102,Tempranillo,2022,G,29/04/2022
42º 19' 32.31'' N,1º 58' 26.78'' W,35,102,Tempranillo,2022,H,08/05/2022
42º 19' 32.31'' N,1º 58' 26.78'' W,35,102,Tempranillo,2022,I,29/05/2022
42º 19' 32.31'' N,1º 58' 26.78'' W,35,102,Tempranillo,2022,J,02/06/2022
42º 19' 32.31'' N,1º 58' 26.78'' W,35,102,Tempranillo,2022,K,29/06/2022
42º 19' 32.31'' N,1º 58' 26.78'' W,35,102,Tempranillo,2022,L,11/07/2022
42º 19' 32.31'' N,1º 58' 26.78'' W,35,102,Tempranillo,2022,M,01/08/2022
42º 19' 32.31'' N,1º 58' 26.78'' W,35,102,Tempranillo,2022,N,10/09/2022
42º 19' 32.31'' N,1º 58' 26.78'' W,35,102,Tempranillo,2022,O,28/10/2022
42º 19' 39.01'' N,1º 58' 39.19'' W,35,110,Garnacha,2022,A,13/02/2022
42º 19' 39.01'' N,1º 58' 39.19'' W,35,110,Garnacha,2022,B,24/03/2022
42º 19' 39.01'' N,1º 58' 39.19'' W,35,110,Garnacha,2022,C,04/04/2022
42º 19' 39.01'' N,1º 58' 39.19'' W,35,110,Garnacha,2022,D,07/04/2022
42º 19' 39.01'' N,1º 58' 39.19'' W,35,110,Garnacha,2022,E,11/04/2022
42º 19' 39.01'' N,1º 58' 39.19'' W,35,110,Garnacha,2022,F,16/04/2022
42º 19' 39.01'' N,1º 58' 39.19'' W,35,110,Garnacha,2022,G,26/04/2022
42º 19' 39.01'' N,1º 58' 39.19'' W,35,110,Garnacha,2022,H,07/05/2022
42º 19' 39.01'' N,1º 58' 39.19'' W,35,110,Garnacha,2022,I,27/05/2022
42º 19' 39.01'' N,1º 58' 39.19'' W,35,110,Garnacha,2022,J,31/05/2022
42º 19' 39.01'' N,1º 58' 39.19'' W,35,110,Garnacha,2022,K,26/06/2022
42º 19' 39.01'' N,1º 58' 39.19'' W,35,110,Garnacha,2022,L,07/07/2022
42º 19' 39.01'' N,1º 58' 39.19'' W,35,110,Garnacha,2022,M,31/07/2022
42º 19' 39.01'' N,1º 58' 39.19'' W,35,110,Garnacha,2022,N,29/09/2022
42º 19' 39.01'' N,1º 58' 39.19'' W,35,110,Garnacha,2022,O,26/11/2022
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2022,A,17/02/2022
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2022,B,25/03/2022
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2022,C,04/04/2022
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2022,D,08/04/2022
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2022,E,13/04/2022
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2022,F,18/04/2022
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2022,G,29/04/2022
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2022,H,07/05/2022
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2022,I,30/05/2022
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2022,J,02/06/2022
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2022,K,27/06/2022
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2022,L,07/07/2022
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2022,M,30/07/2022
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2022,N,25/09/2022
42º 19' 29.65'' N,1º 58' 35.48'' W,35,81,Garnacha,2022,O,21/11/2022
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2022,A,17/02/2022
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2022,B,27/03/2022
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2022,C,06/04/2022
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2022,D,07/04/2022
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2022,E,11/04/2022
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2022,F,15/04/2022
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2022,G,28/04/2022
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2022,H,07/05/2022
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2022,I,01/06/2022
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2022,J,06/06/2022
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2022,K,30/06/2022
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2022,L,11/07/2022
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2022,M,04/08/2022
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2022,N,28/09/2022
42º 19' 34.42'' N,1º 58' 36.33'' W,35,223,Garnacha,2022,O,23/11/2022
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2022,A,14/02/2022
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2022,B,25/03/2022
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2022,C,03/04/2022
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2022,D,07/04/2022
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2022,E,13/04/2022
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2022,F,15/04/2022
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2022,G,26/04/2022
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2022,H,08/05/2022
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2022,I,29/05/2022
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2022,J,03/06/2022
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2022,K,28/06/2022
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2022,L,10/07/2022
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2022,M,02/08/2022
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2022,N,27/09/2022
42º 19' 31.00'' N,1º 58' 35.73'' W,35,109,Garnacha,2022,O,21/11/2022
